,Station_name,Count_trips_starting_here,Count_trips_ending_here,All_trips_starting_ending_here,Station_latitude,Station_longitude,Borough
0,"Belgrove Street , King's Cross",308640,306402,615042,51.52994371,-0.123616824,Camden
1,"Holborn Circus, Holborn",136398,184096,320494,51.51795029,-0.108657431,Camden
2,"Warren Street Station, Euston",125904,125144,251048,51.52443845,-0.138019439,Camden
3,"Drury Lane, Covent Garden",119694,125686,245380,51.51477076,-0.12221963,Camden
4,"Malet Street, Bloomsbury",104844,105835,210679,51.52168078,-0.130431727,Camden
5,"Good's Way, King's Cross",104520,105644,210164,51.53466774,-0.125078653,Camden
6,"Hatton Wall, Holborn",99705,101954,201659,51.5216612,-0.109006325,Camden
7,"Endsleigh Gardens, Euston",96188,88292,184480,51.52683806,-0.130504336,Camden
8,"Red Lion Street, Holborn",95784,95695,191479,51.51824,-0.11655,Camden
9,"Bayley Street , Bloomsbury",90594,95387,185981,51.51858757,-0.132053392,Camden
10,"Castlehaven Road, Camden Town",88872,87795,176667,51.542138,-0.145393,Camden
11,"Doric Way , Somers Town",86512,74316,160828,51.5288338,-0.132250369,Camden
12,"British Museum, Bloomsbury",85342,84887,170229,51.51908011,-0.124678402,Camden
13,"Bonny Street, Camden Town",84550,82546,167096,51.541603,-0.138853,Camden
14,"Greenland Road, Camden Town",84279,87579,171858,51.539099,-0.141728,Camden
15,"Hampstead Road, Euston",83557,72856,156413,51.52554222,-0.138231303,Camden
16,"Howland Street, Fitzrovia",81533,84673,166206,51.520994,-0.139016,Camden
17,"Guilford Street , Bloomsbury",80871,80686,161557,51.52334672,-0.120202614,Camden
18,"Russell Square Station, Bloomsbury",80466,79412,159878,51.52341837,-0.124121774,Camden
19,"Birkenhead Street, King's Cross",79424,81246,160670,51.53019988,-0.122299441,Camden
20,"Earnshaw Street , Covent Garden",78986,81755,160741,51.51611887,-0.128585022,Camden
21,"Theobald's Road , Holborn",78097,77074,155171,51.52059681,-0.116688468,Camden
22,"Wren Street, Holborn",75955,70691,146646,51.524564,-0.116279,Camden
23,"Northington Street , Holborn",75596,75977,151573,51.5222641,-0.114079481,Camden
24,"Hatton Garden, Holborn",74278,70268,144546,51.51882555,-0.108028472,Camden
25,"High Holborn , Covent Garden",72283,75169,147452,51.516226,-0.124826,Camden
26,"Brunswick Square, Bloomsbury",70365,68908,139273,51.52395143,-0.122502346,Camden
27,"Albany Street, The Regent's Park",69746,60035,129781,51.528302,-0.144466,Camden
28,"Taviton Street, Bloomsbury",67849,64559,132408,51.52505093,-0.131161087,Camden
29,"Great Russell Street, Bloomsbury",67706,69943,137649,51.51772703,-0.127854211,Camden
30,"Southampton Place, Holborn",67085,69672,136757,51.51760685,-0.121328408,Camden
31,"Cartwright Gardens , Bloomsbury",65628,59444,125072,51.52635795,-0.125979294,Camden
32,"Tavistock Place, Bloomsbury",64317,58219,122536,51.5262503,-0.123509611,Camden
33,"Gloucester Avenue, Camden Town",64197,61515,125712,51.537349,-0.147154,Camden
34,"Charlotte Street, Fitzrovia",62564,63763,126327,51.51953043,-0.13577731,Camden
35,"Ossulston Street, Somers Town",62404,60125,122529,51.5293,-0.12827903,Camden
36,"Handyside Street, King's Cross",59389,56668,116057,51.53724056,-0.124807386,Camden
37,"Euston Road, Euston",57050,54943,111993,51.5262363,-0.134407652,Camden
38,"Bury Place, Holborn",52480,54795,107275,51.51746,-0.12335,Camden
39,"Royal College Street, Camden Town",51370,45357,96727,51.536264,-0.133952,Camden
40,"Sardinia Street, Holborn",51040,52942,103982,51.515208,-0.117863,Camden
41,"London Zoo Car Park, The Regent's Park",49143,47545,96688,51.53692216,-0.150181444,Camden
42,"Lincoln's Inn Fields, Holborn",47998,51518,99516,51.51627788,-0.118272992,Camden
43,"Coram Street, Bloomsbury",47923,41303,89226,51.524,-0.12640984,Camden
44,"Parkway, Camden Town",46142,54072,100214,51.538071,-0.144664,Camden
45,"Ampton Street , Clerkenwell",46135,40857,86992,51.52728093,-0.11829517,Camden
46,"Arlington Road, Camden Town",45641,45560,91201,51.539957,-0.145246,Camden
47,"Scala Street, Fitzrovia",44526,45910,90436,51.51991453,-0.136039674,Camden
48,"York Way, Kings Cross",42940,40760,83700,51.541596,-0.12544145,Camden
49,"Cromer Street, Bloomsbury",41038,38690,79728,51.528279,-0.11955857,Camden
50,"Pancras Road, King's Cross",40967,40930,81897,51.5341235,-0.129386874,Camden
51,"Eversholt Street , Camden Town",40786,38015,78801,51.53300545,-0.136792671,Camden
52,"St. Chad's Street, King's Cross",40722,45430,86152,51.53005939,-0.120973687,Camden
53,"Red Lion Square, Holborn",40510,38659,79169,51.51943538,-0.119123345,Camden
54,"Newton Street, Covent Garden",39719,41549,81268,51.51612862,-0.120909408,Camden
55,"Longford Street, The Regent's Park",39026,32768,71794,51.52559505,-0.144083893,Camden
56,"Bedford Way, Bloomsbury",38152,36550,74702,51.52367314,-0.128377673,Camden
57,"Drummond Street , Euston",32982,24911,57893,51.527326,-0.13605286,Camden
58,"Harrington Square 1, Camden Town",32310,27865,60175,51.53301907,-0.139174593,Camden
59,"Hawley Crescent, Camden Town",31322,31751,63073,51.54100708,-0.14326094,Camden
60,"Gower Place , Euston",30730,29172,59902,51.52522753,-0.13518856,Camden
61,"Euston Square Gardens, Euston",30575,29712,60287,51.527068,-0.13186102,Camden
62,"Store Street, Bloomsbury",28525,28528,57053,51.519572,-0.13214036,Camden
63,"St Martins Close, Camden Town",27269,24404,51673,51.538792,-0.138535,Camden
64,"Aquatic Centre, Queen Elizabeth Olympic Park",231145,233232,464377,51.54094,-0.010510565,Newham
65,"Podium, Queen Elizabeth Olympic Park",102804,105009,207813,51.538718,-0.011889482,Newham
66,"East Village, Queen Elizabeth Olympic Park",74223,74745,148968,51.546326,-0.00993526,Newham
67,"Timber Lodge, Queen Elizabeth Olympic Park",73337,73247,146584,51.546805,-0.01469126,Newham
68,"Lee Valley VeloPark, Queen Elizabeth Olympic Park",68830,68375,137205,51.549369,-0.015717614,Newham
69,"Stratford Station, Stratford",62991,65313,128304,51.541793,-0.00481,Newham
70,"Shoreditch High Street, Shoreditch",140856,141042,281898,51.5263778,-0.078130921,Hackney
71,"Eagle Wharf Road, Hoxton",135120,114820,249940,51.53356,-0.09315,Hackney
72,"Dunston Road , Haggerston",116643,108802,225445,51.53658514,-0.075885686,Hackney
73,"Leonard Circus , Shoreditch",114187,122063,236250,51.52469624,-0.084439283,Hackney
74,"Victoria Park Road, Hackney Central",89960,89244,179204,51.53642464,-0.054162264,Hackney
75,"Pitfield Street North,Hoxton",85896,76741,162637,51.53558,-0.08249,Hackney
76,"Shoreditch Park, Hoxton",84864,74575,159439,51.53404294,-0.086379717,Hackney
77,"Haggerston Road, Haggerston",83357,81877,165234,51.53932857,-0.074284675,Hackney
78,"Goldsmith's Row, Haggerston",79705,73900,153605,51.531864,-0.066035,Hackney
79,"New Inn Yard, Shoreditch",79436,80962,160398,51.52452699,-0.079248081,Hackney
80,"Wenlock Road , Hoxton",78784,65148,143932,51.53099181,-0.093903825,Hackney
81,"Fanshaw Street, Hoxton",77692,68972,146664,51.52953709,-0.083353323,Hackney
82,"Hertford Road, De Beauvoir Town",69856,62965,132821,51.53727795,-0.079201849,Hackney
83,"Windsor Terrace, Hoxton",65518,55165,120683,51.52915444,-0.093421615,Hackney
84,"Ada Street, Hackney Central",64779,68585,133364,51.53571683,-0.060291813,Hackney
85,"Pindar Street, Liverpool Street",55631,58351,113982,51.520955,-0.083493552,Hackney
86,"Christopher Street, Liverpool Street",54802,61662,116464,51.52128377,-0.084605692,Hackney
87,"London Fields, Hackney Central",53655,53751,107406,51.54119,-0.058826101,Hackney
88,"East Road, Hoxton",53039,47527,100566,51.52867339,-0.087459376,Hackney
89,"Shoreditch Court, Haggerston",52315,49089,101404,51.53908372,-0.070329419,Hackney
90,"Pitfield Street Central, Hoxton",50388,40317,90705,51.53213,-0.08299,Hackney
91,"Murray Grove , Hoxton",47858,39869,87727,51.53089041,-0.089782579,Hackney
92,"Falkirk Street, Hoxton",47613,43831,91444,51.53095071,-0.078505384,Hackney
93,"Worship Street, Shoreditch",47407,52090,99497,51.521668,-0.079608554,Hackney
94,"Hoxton Station, Hoxton",44179,39507,83686,51.531091,-0.075901,Hackney
95,"Whiston Road, Haggerston",43531,36332,79863,51.534464,-0.076341,Hackney
96,"Queensbridge Road, Haggerston",41928,36207,78135,51.53385,-0.06992,Hackney
97,"Hoxton Street, Hoxton",39762,33538,73300,51.52959,-0.0801,Hackney
98,"Clifton Street, Shoreditch",35892,37379,73271,51.523196,-0.083067,Hackney
99,"Here East North, Queen Elizabeth Olympic Park",31294,32524,63818,51.54873119,-0.022606555,Hackney
100,"Belford House, Haggerston",31233,26203,57436,51.5366541,-0.07023031,Hackney
101,"New North Road 2, Hoxton",27059,22982,50041,51.53114,-0.086016,Hackney
102,"Gascoyne Road, Victoria Park",25423,25968,51391,51.541515,-0.038557746,Hackney
103,"Copper Box Arena, Queen Elizabeth Olympic Park",24281,24318,48599,51.544909,-0.0205426,Hackney
104,"Here East South, Queen Elizabeth Olympic Park",21394,22050,43444,51.54653279,-0.02059759,Hackney
105,"Sun Street, Liverpool Street",16016,16678,32694,51.520009,-0.083935724,Hackney
106,"Lansdowne Drive, Hackney Central",8382,8268,16650,51.539834,-0.062806212,Hackney
107,"Regent's Row , Haggerston",7438,7342,14780,51.535678,-0.062546,Hackney
108,"Thurtle Road, Haggerston",1905,1343,3248,51.534776,-0.071881,Hackney
109,"Waterloo Station 3, Waterloo",286746,278506,565252,51.50379168,-0.11282408,Lambeth
110,"Waterloo Station 1, Waterloo",248488,239171,487659,51.50402794,-0.11386436,Lambeth
111,"Vauxhall Cross, Vauxhall",160805,161787,322592,51.48591714,-0.124469948,Lambeth
112,"Waterloo Station 2, Waterloo",152025,110741,262766,51.50391973,-0.11342629,Lambeth
113,"Kennington Lane Rail Bridge, Vauxhall",151714,153429,305143,51.4863434,-0.122492418,Lambeth
114,"Baylis Road, Waterloo",133668,139973,273641,51.50144456,-0.110699309,Lambeth
115,"Lambeth Palace Road, Waterloo",127501,129550,257051,51.5000892,-0.116628701,Lambeth
116,"Kennington Cross, Kennington",94958,92265,187223,51.48894022,-0.111435796,Lambeth
117,"Binfield Road, Stockwell",88574,88905,177479,51.47250956,-0.122831913,Lambeth
118,"South Lambeth Road, Vauxhall",81296,81080,162376,51.481747,-0.124642,Lambeth
119,"Belvedere Road 1, South Bank",79884,89212,169096,51.50613324,-0.114686385,Lambeth
120,"Fire Brigade Pier, Vauxhall",72183,65890,138073,51.49369988,-0.121394101,Lambeth
121,"Cranmer Road, Stockwell",69652,70001,139653,51.479601,-0.11147178,Lambeth
122,"Stamford Street, South Bank",68838,76740,145578,51.50556905,-0.111606696,Lambeth
123,"Saltoun Road, Brixton",68578,76604,145182,51.460232,-0.11537509,Lambeth
124,"Lollard Street, Vauxhall",67188,62206,129394,51.49288067,-0.114934001,Lambeth
125,"Black Prince Road, Vauxhall",65912,62852,128764,51.4908679,-0.116911864,Lambeth
126,"Hartington Road, Stockwell",65443,64140,129583,51.47787084,-0.126874471,Lambeth
127,"Albert Square, Stockwell",65436,60472,125908,51.47659006,-0.118256789,Lambeth
128,"Lower Marsh, Waterloo",64831,67049,131880,51.50013942,-0.113936001,Lambeth
129,"Kennington Road Post Office, Oval",62626,61285,123911,51.48478899,-0.110683213,Lambeth
130,"Caldwell Street, Stockwell",61467,64824,126291,51.477839,-0.116493,Lambeth
131,"Kennington Oval, Oval",58694,59615,118309,51.483145,-0.113134,Lambeth
132,"Albert Embankment, Vauxhall",58198,55978,114176,51.49043573,-0.122806861,Lambeth
133,"Waterloo Road, South Bank",57808,58824,116632,51.50486,-0.113001,Lambeth
134,"Union Grove, Wandsworth Road",57290,55655,112945,51.472993,-0.133972,Lambeth
135,"Walnut Tree Walk, Vauxhall",56858,51836,108694,51.49368637,-0.111014912,Lambeth
136,"Clapham Common Station, Clapham Common",56454,56365,112819,51.461388,-0.13922146,Lambeth
137,"Normandy Road, Stockwell",56328,55534,111862,51.473874,-0.11258096,Lambeth
138,"Wandsworth Rd, Isley Court, Wandsworth Road",56066,53850,109916,51.46925984,-0.141812513,Lambeth
139,"Belvedere Road 2, South Bank",55582,60879,116461,51.50621,-0.114842,Lambeth
140,"Ashmole Estate, Oval",54910,51656,106566,51.48267821,-0.117661574,Lambeth
141,"Kennington Station, Kennington",54771,54505,109276,51.488852,-0.105593,Lambeth
142,"Ferndale Road, Brixton",53498,55333,108831,51.464019,-0.11578197,Lambeth
143,"Concert Hall Approach 1, South Bank",49137,51191,100328,51.505044,-0.115851,Lambeth
144,"Lambeth Road, Vauxhall",49119,48484,97603,51.49488108,-0.117974901,Lambeth
145,"Concert Hall Approach 2, South Bank",48085,56513,104598,51.504942,-0.115533,Lambeth
146,"Lambeth North Station, Waterloo",47660,49010,96670,51.49914063,-0.112031483,Lambeth
147,"Vauxhall Walk, Vauxhall",47564,47965,95529,51.488124,-0.120903,Lambeth
148,"Courland Grove, Wandsworth Road",47140,46401,93541,51.4729184,-0.132102704,Lambeth
149,"Archbishop's Park, Waterloo",47094,51265,98359,51.49824168,-0.117495865,Lambeth
150,"Vauxhall Street, Vauxhall",45594,46320,91914,51.486965,-0.116625,Lambeth
151,"Sail Street, Vauxhall",43220,40167,83387,51.495656,-0.114605,Lambeth
152,"Sidney Road, Stockwell",40894,40103,80997,51.469202,-0.11902256,Lambeth
153,"Sancroft Street, Vauxhall",39323,35998,75321,51.48947903,-0.115156562,Lambeth
154,"Cotton Garden Estate, Kennington",38683,35291,73974,51.4907579,-0.106323685,Lambeth
155,"Clapham Road, Lingham Street, Stockwell",38291,37725,76016,51.47143307,-0.123670736,Lambeth
156,"Waterloo Bridge, South Bank",37049,38807,75856,51.50535447,-0.113656543,Lambeth
157,"New Spring Gardens Walk, Vauxhall",36484,45899,82383,51.48780745,-0.122759626,Lambeth
158,"Gauden Road, Clapham",35958,35313,71271,51.464995,-0.13090885,Lambeth
159,"Clarence Walk, Stockwell",34248,31424,65672,51.47073264,-0.126994068,Lambeth
160,"St John's Crescent, Brixton",33315,36640,69955,51.466232,-0.11317995,Lambeth
161,"Cleaver Street, Kennington",33067,32179,65246,51.488105,-0.110121,Lambeth
162,"Heath Road, Battersea",29273,26988,56261,51.46866929,-0.146544642,Lambeth
163,"Teversham Lane, Stockwell",29091,30398,59489,51.47614939,-0.1232585,Lambeth
164,"Wynne Road, Stockwell",25913,25981,51894,51.469217,-0.11268674,Lambeth
165,"Victoria Rise, Clapham Common",22866,22409,45275,51.461376,-0.14780467,Lambeth
166,"King Edward Walk, Waterloo",22115,21408,43523,51.49775,-0.10988,Lambeth
167,"Chicheley Street, South Bank",254,291,545,51.502698,-0.1167474,Lambeth
168,"Islington Green, Angel",152223,147696,299919,51.53638435,-0.102757578,Islington
169,"Old Street Station, St. Luke's",129825,133211,263036,51.52548,-0.089659871,Islington
170,"Finsbury Leisure Centre, St. Luke's",114494,110863,225357,51.52600832,-0.096317627,Islington
171,"Bunhill Row, Moorgate",96528,108505,205033,51.52085887,-0.089887855,Islington
172,"Berry Street, Clerkenwell",95247,98067,193314,51.52285301,-0.099994052,Islington
173,"Bath Street, St. Luke's",94919,96173,191092,51.52589324,-0.090847761,Islington
174,"Clerkenwell Green, Clerkenwell",92706,94919,187625,51.52326004,-0.104708922,Islington
175,"Graham Street, Angel",92377,80222,172599,51.53266186,-0.099981142,Islington
176,"Tysoe Street, Clerkenwell",89684,89167,178851,51.52644342,-0.109256828,Islington
177,"Liverpool Road (N1 Centre), Angel",85635,84887,170522,51.53450449,-0.106992706,Islington
178,"Macclesfield Rd, St Lukes",78918,64953,143871,51.529423,-0.097122,Islington
179,"Finsbury Square , Moorgate",75938,84041,159979,51.52096262,-0.085634242,Islington
180,"Chadwell Street, Angel",72168,62049,134217,51.53051587,-0.106408455,Islington
181,"Baldwin Street, St. Luke's",70110,70280,140390,51.52702563,-0.088542771,Islington
182,"Sadlers Sports Centre, Finsbury",69089,65733,134822,51.52486887,-0.099489485,Islington
183,"City Road, Angel",59348,45708,105056,51.530344,-0.100168,Islington
184,"Roscoe Street, St. Luke's",58960,58815,117775,51.52295439,-0.094934859,Islington
185,"Cloudesley Road, Angel",55685,34551,90236,51.53440868,-0.109025404,Islington
186,"Farringdon Lane, Clerkenwell",55326,55775,111101,51.52352001,-0.108340165,Islington
187,"Torrens Street, Angel",53615,51428,105043,51.53219984,-0.105480698,Islington
188,"Great Percy Street, Clerkenwell",53160,49011,102171,51.52891573,-0.115480888,Islington
189,"Percival Street, Finsbury",52151,46543,98694,51.526153,-0.102208,Islington
190,"Finsbury Library , Finsbury",47364,42920,90284,51.52671796,-0.104298194,Islington
191,"Margery Street, Clerkenwell",46452,43827,90279,51.52659961,-0.112432615,Islington
192,"Charlotte Terrace, Angel",45954,35779,81733,51.53639219,-0.112721065,Islington
193,"Carnegie Street, King's Cross",45945,35189,81134,51.53546778,-0.11619105,Islington
194,"Claremont Square, Angel",43955,29437,73392,51.53166681,-0.109914711,Islington
195,"Goswell Road (City Uni), Finsbury",40381,34332,74713,51.528246,-0.10102611,Islington
196,"Northdown Street, King's Cross",39760,37925,77685,51.531066,-0.11934,Islington
197,"River Street , Clerkenwell",38258,26614,64872,51.52916347,-0.109970527,Islington
198,"St. John Street, Finsbury",37483,31560,69043,51.52836014,-0.104724625,Islington
199,"Hardwick Street, Clerkenwell",37403,25831,63234,51.52784273,-0.108068155,Islington
200,"Risinghill Street, Angel",33102,22518,55620,51.5333196,-0.1117812,Islington
201,"Crinan Street, King's Cross",31008,31797,62805,51.534474,-0.122203,Islington
202,"Calshot Street , King's Cross",27381,23069,50450,51.53136059,-0.117069978,Islington
203,"Killick Street, King's Cross",24435,21424,45859,51.5338,-0.118677,Islington
204,"Hop Exchange, The Borough",242438,323462,565900,51.50462759,-0.091773776,Southwark
205,"Duke Street Hill, London Bridge",213881,224251,438132,51.50630441,-0.087262995,Southwark
206,"Tooley Street, Bermondsey",185298,197678,382976,51.5034938,-0.07962099,Southwark
207,"Bermondsey Street, Bermondsey",112840,110687,223527,51.49785559,-0.081608045,Southwark
208,"Curlew Street, Shad Thames",108985,109592,218577,51.50227992,-0.074189225,Southwark
209,"Strata, Elephant & Castle",99062,101190,200252,51.493146,-0.099828,Southwark
210,"Tanner Street, Bermondsey",94542,100524,195066,51.50064702,-0.078600401,Southwark
211,"Bricklayers Arms, Borough",92636,90370,183006,51.49506109,-0.085814489,Southwark
212,"Milroy Walk, South Bank",90108,91369,181477,51.50724437,-0.106237501,Southwark
213,"Bankside Mix, Bankside",87878,99581,187459,51.50581776,-0.100186337,Southwark
214,"Tate Modern, Bankside",81955,85703,167658,51.50672529,-0.098807246,Southwark
215,"Snowsfields, London Bridge",80795,89608,170403,51.50215353,-0.083632928,Southwark
216,"Ontario Street, Elephant & Castle",75710,75944,151654,51.49652013,-0.101384068,Southwark
217,"Blackfriars Road, Southwark",73272,75705,148977,51.505461,-0.10454093,Southwark
218,"Empire Square, The Borough",71399,73155,144554,51.50082346,-0.089740764,Southwark
219,"Sea Containers, South Bank",69267,70569,139836,51.508033,-0.10682363,Southwark
220,"Doddington Grove, Kennington",68258,65832,134090,51.48692917,-0.102996299,Southwark
221,"Rodney Road , Walworth",68108,64317,132425,51.49148474,-0.090220911,Southwark
222,"Hampton Street, Walworth",67450,65508,132958,51.49217002,-0.101536865,Southwark
223,"Great Dover Street, The Borough",66277,63540,129817,51.49738251,-0.089446947,Southwark
224,"Borough High Street, The Borough",64831,64136,128967,51.50069491,-0.094524319,Southwark
225,"Lavington Street, Bankside",64036,66769,130805,51.50522417,-0.098031812,Southwark
226,"Southwark Station 2, Southwark",63551,63330,126881,51.504044,-0.104778,Southwark
227,"Webber Street , Southwark",63384,59001,122385,51.50069361,-0.102091246,Southwark
228,"Long Lane , Bermondsey",61063,58935,119998,51.49907558,-0.085666316,Southwark
229,"New Globe Walk, Bankside",60331,60908,121239,51.5073853,-0.096440751,Southwark
230,"Union Street, The Borough",59943,59436,119379,51.50368837,-0.098497684,Southwark
231,"Kennington Road  , Vauxhall",58719,54431,113150,51.49571828,-0.110889274,Southwark
232,"Swan Street, The Borough",58323,56320,114643,51.50029631,-0.092762704,Southwark
233,"Tyers Gate, Bermondsey",57838,60092,117930,51.50088934,-0.083159352,Southwark
234,"Walworth Square, Walworth",55163,54367,109530,51.491327,-0.096518684,Southwark
235,"Borough Road, Elephant & Castle",54554,55858,110412,51.49889832,-0.100440521,Southwark
236,"Great Suffolk Street, The Borough",54185,52402,106587,51.50173215,-0.100292412,Southwark
237,"Poured Lines, Bankside",52963,55154,108117,51.50669284,-0.103137426,Southwark
238,"Gaywood  Street, Elephant & Castle",52809,51699,104508,51.49605,-0.104193,Southwark
239,"New Kent Road, The Borough",50746,50556,101302,51.49443626,-0.092921165,Southwark
240,"Southwark Station 1, Southwark",49643,54381,104024,51.504043,-0.105312,Southwark
241,"Harper Road, The Borough",45877,46382,92259,51.49859784,-0.096191134,Southwark
242,"LSBU (Borough Road), Elephant & Castle",44378,43770,88148,51.49874469,-0.103132904,Southwark
243,"Victory Place, Walworth",43743,39186,82929,51.492807,-0.091938,Southwark
244,"Park Street, Bankside",42458,43865,86323,51.50597426,-0.092754157,Southwark
245,"Southwark Street, Bankside",41532,42724,84256,51.50540994,-0.098341088,Southwark
246,"George Row, Bermondsey",40298,40434,80732,51.498585,-0.068981764,Southwark
247,"Tower Wharf, Bermondsey",35867,35792,71659,51.500845,-0.074704305,Southwark
248,"Canada Water Station, Rotherhithe",29535,31740,61275,51.498439,-0.049150215,Southwark
249,"Dickens Square, Borough",27784,27691,55475,51.49679128,-0.093913472,Southwark
250,"Bermondsey Station, Bermondsey",25922,27462,53384,51.497995,-0.063471392,Southwark
251,"Rotherhithe Roundabout, Rotherhithe",22286,22342,44628,51.499169,-0.055846029,Southwark
252,"Colombo Street, Southwark",21477,22167,43644,51.50545935,-0.10569204,Southwark
253,"Geraldine Street, Elephant & Castle",21358,19634,40992,51.49612799,-0.106000855,Southwark
254,"Westminster Bridge Road, Elephant & Castle",20342,19255,39597,51.498386,-0.107913,Southwark
255,"Burgess Park Albany Road, Walworth",3755,3808,7563,51.48224,-0.0942844,Southwark
256,"Brandon Street, Walworth",2116,2123,4239,51.489102,-0.0915489,Southwark
257,"Clements Road, Bermondsey",917,929,1846,51.4954,-0.061698585,Southwark
258,"South Bermondsey Station, Bermondsey",587,626,1213,51.488067,-0.057774596,Southwark
259,"Harris Academy, Bermondsey",585,601,1186,51.492668,-0.072350665,Southwark
260,"The Blue, Bermondsey",440,480,920,51.492221,-0.0625131,Southwark
261,"Crimscott Street, Bermondsey",126,112,238,51.495598,-0.078893,Southwark
262,"Battersea Power Station, Battersea Park",148130,144697,292827,51.48350749,-0.147714557,Wandsworth
263,"Queen's Circus, Battersea Park",131892,130760,262652,51.47761941,-0.149551631,Wandsworth
264,"Ethelburga Estate, Battersea Park",129487,129369,258856,51.47729232,-0.16478637,Wandsworth
265,"Falcon Road, Clapham Junction",105896,108438,214334,51.46663393,-0.169821175,Wandsworth
266,"Riverlight North, Nine Elms",99929,99215,199144,51.482362,-0.13612398,Wandsworth
267,"Westbridge Road, Battersea",97394,96472,193866,51.47768469,-0.170329317,Wandsworth
268,"Albert Bridge Road, Battersea Park",90129,88882,179011,51.47439218,-0.163347594,Wandsworth
269,"Sopwith Way, Battersea Park",88986,89695,178681,51.48112194,-0.149035375,Wandsworth
270,"Vicarage Crescent, Battersea",81738,79869,161607,51.47287627,-0.176267008,Wandsworth
271,"Clapham Common North Side, Clapham Common",79850,76674,156524,51.46134382,-0.159322467,Wandsworth
272,"Riverlight South, Nine Elms",77653,76246,153899,51.48133547,-0.138212296,Wandsworth
273,"Battersea Park Road, Nine Elms",74063,71513,145576,51.4795017,-0.141770709,Wandsworth
274,"Simpson Street, Clapham Junction",73335,73080,146415,51.47084722,-0.17070367,Wandsworth
275,"Gas Holders, Battersea Park",71927,73187,145114,51.477966,-0.14785703,Wandsworth
276,"Austin Road, Battersea Park",69044,67126,136170,51.474376,-0.155442787,Wandsworth
277,"Prince of Wales Drive, Battersea Park",68486,67048,135534,51.47515398,-0.159169801,Wandsworth
278,"Ram Street, Wandsworth",65409,67497,132906,51.45752945,-0.192165613,Wandsworth
279,"Hibbert Street, Battersea",63913,64478,128391,51.46517078,-0.18038939,Wandsworth
280,"Wandsworth Town Station, Wandsworth",62477,67540,130017,51.46086446,-0.187427294,Wandsworth
281,"Grant Road East, Clapham Junction",62346,64803,127149,51.46489445,-0.17302926,Wandsworth
282,"Battersea Church Road, Battersea",60186,57318,117504,51.47696496,-0.174347066,Wandsworth
283,"St. John's Road, Clapham Junction",57152,66300,123452,51.46239255,-0.16829214,Wandsworth
284,"Alfreda Street, Battersea Park",56817,56033,112850,51.47505096,-0.150908371,Wandsworth
285,"Putney Pier, Wandsworth",54836,60537,115373,51.466907,-0.216573,Wandsworth
286,"Ashley Crescent, Battersea",52242,50691,102933,51.46718562,-0.152248582,Wandsworth
287,"Silverthorne Road, Battersea",51613,51199,102812,51.47286577,-0.148059277,Wandsworth
288,"Surrey Lane, Battersea",47777,45655,93432,51.47518024,-0.167160736,Wandsworth
289,"Osiers Road, Wandsworth",46670,46080,92750,51.46067005,-0.198735357,Wandsworth
290,"Usk Road, Clapham Junction",45288,44379,89667,51.46348914,-0.182126248,Wandsworth
291,"Orbel Street, Battersea",44413,42220,86633,51.47453545,-0.170210533,Wandsworth
292,"Dorothy Road, Clapham Junction",44365,43044,87409,51.46506424,-0.163750945,Wandsworth
293,"Sugden Road, Clapham",42861,39034,81895,51.46512358,-0.157788279,Wandsworth
294,"Neville Gill Close, Wandsworth",41027,43771,84798,51.45475251,-0.195197203,Wandsworth
295,"Abyssinia Close, Clapham Junction",38798,40012,78810,51.460333,-0.167029,Wandsworth
296,"Felsham Road, Putney",38418,39831,78249,51.464786,-0.215618902,Wandsworth
297,"Sheepcote Lane, Battersea",38024,36965,74989,51.47053858,-0.163041605,Wandsworth
298,"Smugglers Way, Wandsworth",36308,37115,73423,51.46108367,-0.191722864,Wandsworth
299,"Disraeli Road, Putney",36046,38537,74583,51.46161068,-0.21614583,Wandsworth
300,"Stanley Grove, Battersea",33671,31938,65609,51.47047503,-0.152130083,Wandsworth
301,"Plough Terrace, Clapham Junction",31252,28716,59968,51.46230566,-0.175407201,Wandsworth
302,"Putney Rail Station, Putney",29517,29357,58874,51.46071722,-0.216526155,Wandsworth
303,"Stewart's Road, Wandsworth Road",28683,26348,55031,51.47311696,-0.137235175,Wandsworth
304,"Culvert Road, Battersea",28563,27593,56156,51.4710956,-0.157850096,Wandsworth
305,"Alma Road, Wandsworth",28261,22998,51259,51.45799126,-0.184806157,Wandsworth
306,"Northfields, Wandsworth",25058,24585,49643,51.46095151,-0.20066766,Wandsworth
307,"Montserrat Road , Putney",24913,28433,53346,51.46321128,-0.215550761,Wandsworth
308,"Fawcett Close, Battersea",24388,22938,47326,51.46916161,-0.174485792,Wandsworth
309,"Nantes Close, Wandsworth",24191,23148,47339,51.46193072,-0.180791784,Wandsworth
310,"Putney Bridge Road, East Putney",23910,23544,47454,51.46199911,-0.206240805,Wandsworth
311,"Holden Street, Battersea",23906,22428,46334,51.4687905,-0.158230901,Wandsworth
312,"Spencer Park, Wandsworth Common",22916,21643,44559,51.45787019,-0.174691623,Wandsworth
313,"Ingrave Street, Clapham Junction",20054,20430,40484,51.46745485,-0.172293499,Wandsworth
314,"Limburg Road, Clapham Junction",20028,19695,39723,51.46192307,-0.165297857,Wandsworth
315,"Upper Richmond Road, Putney",19542,19209,38751,51.45971528,-0.212145939,Wandsworth
