Unnamed: 0,Station_name,Count_trips_starting_here,Count_trips_ending_here,All_trips_starting_ending_here,Station_latitude,Station_longitude,Borough,scaled_trip_total
735,"Phene Street, Chelsea",73677,72387,146064,51.48498496,-0.167919869,Kensington and Chelsea,0.17824132359088563
736,"Kensington Church Street, Kensington",73132,73143,146275,51.50315739,-0.191496313,Kensington and Chelsea,0.17849922629189696
737,"Gloucester Road (North), Kensington",72155,72573,144728,51.49792478,-0.183834706,Kensington and Chelsea,0.17660834724704144
738,"Warwick Road, Olympia",70977,70488,141465,51.49671237,-0.20528437,Kensington and Chelsea,0.17262002253898484
739,"Bevington Road West, North Kensington",68044,67137,135181,51.5212,-0.208888173,Kensington and Chelsea,0.16493916674204107
740,"Queen's Gate (South), South Kensington",67762,67119,134881,51.49247977,-0.178433004,Kensington and Chelsea,0.16457248043728562
741,"Natural History Museum, South Kensington",67610,72211,139821,51.49559291,-0.179077626,Kensington and Chelsea,0.17061058158892511
742,"St. Luke's Church, Chelsea",67576,67822,135398,51.48971651,-0.170194408,Kensington and Chelsea,0.16520440316914747
743,"World's End Place, West Chelsea",66439,66216,132655,51.48180515,-0.18027465,Kensington and Chelsea,0.16185166805600032
744,"Lansdowne Road, Ladbroke Grove",66267,66032,132299,51.50748124,-0.205535908,Kensington and Chelsea,0.16141653364102387
745,"Holy Trinity Brompton, Knightsbridge",64751,70884,135635,51.49705603,-0.168917077,Kensington and Chelsea,0.16549408534990429
746,"Pont Street, Knightsbridge",63745,67444,131189,51.4968865,-0.161203828,Kensington and Chelsea,0.16005979431342876
747,"Trebovir Road, Earl's Court",61131,59504,120635,51.49085368,-0.196170309,Kensington and Chelsea,0.14715977011213266
748,"Danvers Street, West Chelsea",60576,59449,120025,51.48256792,-0.172078187,Kensington and Chelsea,0.14641417462579664
749,"Manresa Road, Chelsea",60077,60372,120449,51.486892,-0.170983,Kensington and Chelsea,0.1469324246031843
750,"Lexham Gardens, Kensington",59984,57739,117723,51.49586666,-0.191933711,Kensington and Chelsea,0.14360046838063995
751,"Blenheim Crescent, Ladbroke Grove",59509,59681,119190,51.51510818,-0.208565479,Kensington and Chelsea,0.14539356441089402
752,"Cadogan Place, Knightsbridge",59144,67338,126482,51.49464523,-0.158105512,Kensington and Chelsea,0.15430648619181603
753,"Ormonde Gate, Chelsea",58574,58495,117069,51.48796408,-0.161765173,Kensington and Chelsea,0.14280109223627308
754,"Queen's Gate (Central), South Kensington",58562,59555,118117,51.49396755,-0.17873226,Kensington and Chelsea,0.14408204972755206
755,"Emperor's Gate, South Kensington",57276,56906,114182,51.49536226,-0.185296516,Kensington and Chelsea,0.13927234769684332
756,"Hortensia Road, West Brompton",57109,56192,113301,51.48176572,-0.185273723,Kensington and Chelsea,0.13819551224854487
757,"Knaresborough Place, Earl's Court",56539,54940,111479,51.49363156,-0.190603326,Kensington and Chelsea,0.13596850409099687
758,"Collingham Gardens, Earl's Court",53002,50714,103716,51.4916156,-0.186753859,Kensington and Chelsea,0.12647988481160882
759,"Chepstow Villas, Notting Hill",52835,43963,96798,51.51213691,-0.201554966,Kensington and Chelsea,0.11802409862394853
760,"Gloucester Road (Central), South Kensington",52134,51980,104114,51.49646288,-0.183289032,Kensington and Chelsea,0.126966355309251
761,"West Cromwell Road, Earl's Court",51653,49802,101455,51.49372451,-0.198286569,Kensington and Chelsea,0.12371629236143536
762,"Lots Road, West Chelsea",51364,49601,100965,51.4795738,-0.17903854,Kensington and Chelsea,0.12311737139700148
763,"Pembridge Villas, Notting Hill",50396,45259,95655,51.51108452,-0.197524944,Kensington and Chelsea,0.11662702380283033
764,"Sumner Place, South Kensington",50109,51145,101254,51.49121192,-0.173715911,Kensington and Chelsea,0.12347061253724921
765,"St. Mark's Road, North Kensington",48292,48371,96663,51.51687069,-0.213872396,Kensington and Chelsea,0.11785908978680858
766,"Chelsea Green, Chelsea",48117,48731,96848,51.49066456,-0.166485083,Kensington and Chelsea,0.11808521300807442
767,"Victoria & Albert Museum, South Kensington",47178,51765,98943,51.495898,-0.173009,Kensington and Chelsea,0.12064590570294986
768,"Thorndike Close, West Chelsea",46593,42889,89482,51.48089844,-0.183853573,Kensington and Chelsea,0.10908184193864605
769,"Argyll Road, Kensington",46514,46590,93104,51.50040123,-0.195455928,Kensington and Chelsea,0.11350896792472663
770,"Holland Park, Kensington",45183,36096,81279,51.502319,-0.200742,Kensington and Chelsea,0.09905541607895
771,"South Parade, Chelsea",44831,45310,90141,51.48902,-0.17524,Kensington and Chelsea,0.10988732952142548
772,"Upcerne Road, West Chelsea",44585,42341,86926,51.47816972,-0.18243547,Kensington and Chelsea,0.10595767462212977
773,"Westbourne Park Road, Portobello",44494,41573,86067,51.51787005,-0.201005397,Kensington and Chelsea,0.1049077295028467
774,"Nevern Place, Earl's Court",43023,40715,83738,51.49334336,-0.194757949,Kensington and Chelsea,0.10206102149026203
775,"Royal Avenue 1, Chelsea",42043,43446,85489,51.489932,-0.162727,Kensington and Chelsea,0.10420124722235125
776,"Kensington Olympia Station, Olympia",41318,38285,79603,51.49815779,-0.209494128,Kensington and Chelsea,0.09700686192304965
777,"Abingdon Villas, Kensington",41292,40732,82024,51.4973875,-0.197245586,Kensington and Chelsea,0.099966020402426
778,"Hansard Mews, Holland Park",40363,43148,83511,51.503802,-0.215808,Kensington and Chelsea,0.10178356218633042
779,"Princedale Road , Holland Park",39953,38925,78878,51.50646524,-0.208486599,Kensington and Chelsea,0.09612070335322402
780,"Vicarage Gate, Kensington",36427,32834,69261,51.50472376,-0.192538767,Kensington and Chelsea,0.08436596271044738
781,"Denyer Street, Knightsbridge",34924,35509,70433,51.49358391,-0.165101392,Kensington and Chelsea,0.08579848387435861
782,"All Saints' Road, Portobello",34074,32544,66618,51.5190427,-0.204764421,Kensington and Chelsea,0.08113545636555201
783,"Kensington Town Hall, Kensington",33283,32822,66105,51.50194596,-0.194392952,Kensington and Chelsea,0.08050842278442023
784,"Marloes Road, Kensington",31547,30062,61609,51.496481,-0.192404,Kensington and Chelsea,0.07501301736381881
785,"Exhibition Road Museums 1, South Kensington",31394,32890,64284,51.496468,-0.17379696,Kensington and Chelsea,0.07828263691455475
786,"Exhibition Road Museums 2, South Kensington",30242,31019,61261,51.495947,-0.17368958,Kensington and Chelsea,0.07458766125030251
787,"Clarendon Road, Avondale",30238,29724,59962,51.51323001,-0.211593602,Kensington and Chelsea,0.07299990955071149
788,"Addison Road, Holland Park",27671,27167,54838,51.504199,-0.210941,Kensington and Chelsea,0.0667369074654887
789,"Russell Gardens, Olympia",27034,25574,52608,51.500088,-0.211316,Kensington and Chelsea,0.06401120593347333
790,"Campden Hill Road, Notting Hill",26665,20978,47643,51.50658458,-0.199004026,Kensington and Chelsea,0.05794254758977092
791,"Walmer Road, Avondale",26063,25393,51456,51.510101,-0.211358,Kensington and Chelsea,0.06260313052321247
792,"Abbotsbury Road, Holland Park",25939,24030,49969,51.501391,-0.205991,Kensington and Chelsea,0.06078558873930804
793,"Ilchester Place, Kensington",24198,20433,44631,51.50074359,-0.202759212,Kensington and Chelsea,0.05426101709002638
794,"Freston Road, Avondale",22366,23027,45393,51.5129814,-0.219486603,Kensington and Chelsea,0.055192400304105174
795,"Grenfell Road, Avondale",22147,22016,44163,51.5129006,-0.214762686,Kensington and Chelsea,0.0536889864546079
796,"Ladbroke Grove Central, Ladbroke Grove",21080,13101,34181,51.511624,-0.205921,Kensington and Chelsea,0.04148811080771215
797,"Rifle Place, Avondale",20865,21115,41980,51.509224,-0.216016,Kensington and Chelsea,0.05102073244367087
798,"Evesham Street, Avondale",20235,20940,41175,51.51148696,-0.218190203,Kensington and Chelsea,0.05003679085924379
799,"Lansdowne Walk, Ladbroke Grove",18487,14316,32803,51.509591,-0.204666,Kensington and Chelsea,0.03980379838120219
800,"Sirdar Road, Avondale",14509,14586,29095,51.51092871,-0.214594781,Kensington and Chelsea,0.035271555654425045
